"SITE_NO","RSQA_STUDY","STATION_NM","COUNTY_NM","STATE_CD","STATE_NM","STATE_ABBREV","RECORD_NO","AGENCY_CD","MEDIUM_CD_DESC","MEDIUM_CD_DEF","SAMPLE_START_DT","SAMPLE_START_TZ_DESC","SAMPLE_END_DT","SAMPLE_END_TZ_DESC","SAMPLE_START_LOCAL_DISP_FM","SAMPLE_START_UTC_DISP_FM","SAMPLE_END_LOCAL_DISP_FM","SAMPLE_END_UTC_DISP_FM","LOCAL_TZ_DESC","TM_DATUM_RLBLTY_CD","HYD_COND_CD","SAMP_TYPE_CD","HYD_EVENT_CD","TU_1_NM","BODY_PART_NM","METH_CD","METH_NM","RESULT_VA","RESULT_SG","RESULT_RD","REMARK_CD","RPT_LEV_VA","RPT_LEV_SG","RPT_LEV_CD","RPT_LEV_NM","PARM_CD","PARM_SEQ_GRP_NM","PARM_SEQ_GRP_DS","PARM_NM","LOAD_DT"
"01203510       ","NESQA","POOTATUCK RIVER AT SANDY HOOK, CT","Fairfield County","09","Connecticut","CT","01602231","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030801","201608031301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","7","1","2","","","","-9999 ","Null value - no value specified.","72140","Biological","Biological","Organism length, maximum","7/19/2019 10:55:00 AM"
"01123000       ","NESQA","LITTLE RIVER NEAR HANOVER, CT","Windham County","09","Connecticut","CT","01602028","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/3/2016 7:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608031400","201608031900","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","191.3","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 10:53:00 AM"
"01209700       ","NESQA","NORWALK RIVER AT SOUTH WILTON, CT","Fairfield County","09","Connecticut","CT","01601436","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","7/12/2016 4:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201607121130","201607121630","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","618.5","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 10:48:00 AM"
"01209700       ","NESQA","NORWALK RIVER AT SOUTH WILTON, CT","Fairfield County","09","Connecticut","CT","01601436","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","7/12/2016 4:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201607121130","201607121630","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","62.94","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 10:48:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01602527","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608050801","201608051201","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","4","1","2","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 11:22:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01602527","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608050801","201608051201","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","10","2","2","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 11:22:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01602529","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 12:03:00 PM","Eastern Standard Time","","Eastern Standard Time","201608050803","201608051203","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","1.2","2","2","","","","-9999 ","Null value - no value specified.","72141","Biological","Biological","Organism length, std dev","7/19/2019 11:22:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01602530","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608050901","201608051301","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","15.9","3","3","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 11:22:00 AM"
"01193500       ","NESQA","SALMON RIVER NEAR EAST HAMPTON, CT","Middlesex County","09","Connecticut","CT","01601438","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","7/13/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201607131000","201607131500","","","Eastern Standard Time","K","5","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","303.5","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 10:48:00 AM"
"01193500       ","NESQA","SALMON RIVER NEAR EAST HAMPTON, CT","Middlesex County","09","Connecticut","CT","01601438","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","7/13/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201607131000","201607131500","","","Eastern Standard Time","K","5","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","11.5","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 10:48:00 AM"
"01101500       ","NESQA","IPSWICH RIVER AT SOUTH MIDDLETON, MA","Essex County","25","Massachusetts","MA","01601792","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608041000","201608041400","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","332.8","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 10:51:00 AM"
"010965852      ","NESQA","BEAVER BROOK AT NORTH PELHAM, NH","Rockingham County","33","New Hampshire","NH","01602147","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 4:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608051202","201608051602","","","Eastern Standard Time","K","X","9","X","Micropterus                        ","Fillet","-9999","Null Value","149","3","3","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:54:00 AM"
"010965852      ","NESQA","BEAVER BROOK AT NORTH PELHAM, NH","Rockingham County","33","New Hampshire","NH","01602148","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 5:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608051301","201608051701","","","Eastern Standard Time","K","X","9","X","Lepomis                            ","Fillet","-9999","Null Value","53.6","3","3","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 10:54:00 AM"
"01103280       ","NESQA","CHARLES RIVER AT MEDWAY, MA","Norfolk County","25","Massachusetts","MA","01602150","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030801","201608031201","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","14","2","3","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 10:54:00 AM"
"01103280       ","NESQA","CHARLES RIVER AT MEDWAY, MA","Norfolk County","25","Massachusetts","MA","01602151","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 12:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030802","201608031202","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","178.5","4","4","","","","-9999 ","Null value - no value specified.","62343","Biological","Biological","Specimen weight, total","7/19/2019 10:54:00 AM"
"01103280       ","NESQA","CHARLES RIVER AT MEDWAY, MA","Norfolk County","25","Massachusetts","MA","01602151","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 12:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030802","201608031202","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","11.1","3","3","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 10:54:00 AM"
"01103280       ","NESQA","CHARLES RIVER AT MEDWAY, MA","Norfolk County","25","Massachusetts","MA","01602154","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 2:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608031002","201608031402","","","Eastern Standard Time","K","X","9","X","Micropterus                        ","Fillet","-9999","Null Value","395","3","3","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:54:00 AM"
"420103076540701","NESQA","MUDLICK CREEK AT SEELEY CREEK NY","Chemung County","36","New York","NY","01602989","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/3/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608030900","201608031400","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","485.3","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:18:00 AM"
"01513725       ","NESQA","NANTICOKE CREEK AT AMES ROAD NEAR MAINE NY","Broome County","36","New York","NY","01602990","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/1/2016 1:25:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010825","201608011325","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","533","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:18:00 AM"
"01513725       ","NESQA","NANTICOKE CREEK AT AMES ROAD NEAR MAINE NY","Broome County","36","New York","NY","01602990","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/1/2016 1:25:00 PM","Eastern Standard Time","","Eastern Standard Time","201608010825","201608011325","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","511","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:18:00 AM"
"430629077274701","NESQA","THOMAS CREEK AT EAST ROCHESTER NY","Monroe County","36","New York","NY","01602993","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/6/2016 4:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608061100","201608061600","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","897.9","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:18:00 AM"
"411844074085601","NESQA","RAMAPO RIVER AT RIVER ROAD AT HARRIMAN NY","Orange County","36","New York","NY","01602981","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 7:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608091400","201608091900","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","271","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:18:00 AM"
"411844074085601","NESQA","RAMAPO RIVER AT RIVER ROAD AT HARRIMAN NY","Orange County","36","New York","NY","01602981","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 7:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608091400","201608091900","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","7","2","2","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:18:00 AM"
"413453076041101","NESQA","LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA","Wyoming County","42","Pennsylvania","PA","01603249","USGS ","Surface water","Water on the surface of the Earth stored or transported inrivers, streams, estuaries, lakes, ponds, swamps, glaciers, orother aquatic areas. It also may refer to water in urban drainsand storm-sewer systems.","7/5/2016 3:40:00 PM","Eastern Standard Time","","Eastern Standard Time","201607051040","201607051540","","","Eastern Standard Time","K","9","9","9","Null value","Null value","00050","Plant pigments, sonication & 445","0.9","2","2","","0.1","1","MRL   ","Minimum reporting level","70953","Biological","Biological","Chloro a, phyto, cf","7/19/2019 11:18:00 AM"
"01513550       ","NESQA","Choconut Creek near Choconut, PA","Susquehanna County","42","Pennsylvania","PA","01601734","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/2/2016 12:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608020800","201608021200","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","493.7","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:22:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01602531","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 1:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608050902","201608051302","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","4.7","2","2","","","","-9999 ","Null value - no value specified.","72146","Biological","Biological","Organism length, minimum","7/19/2019 11:22:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01602533","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/5/2016 2:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608051001","201608051401","","","Eastern Standard Time","K","X","9","X","Luxilus                            ","Organism, whole","-9999","Null Value","3","1","2","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 11:22:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603210","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","9/26/2016 3:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201609261000","201609261500","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","871.7","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:18:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01603209","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","9/26/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201609260900","201609261400","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","630.1","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:18:00 AM"
"01103280       ","NESQA","CHARLES RIVER AT MEDWAY, MA","Norfolk County","25","Massachusetts","MA","01602154","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/3/2016 2:02:00 PM","Eastern Standard Time","","Eastern Standard Time","201608031002","201608031402","","","Eastern Standard Time","K","X","9","X","Micropterus                        ","Fillet","-9999","Null Value","1","1","1","","","","-9999 ","Null value - no value specified.","81614","Biological","Biological","IndividualsInSample","7/19/2019 10:54:00 AM"
"01154950       ","NESQA","COLD RIVER AT HIGH STREET, AT ALSTEAD, NH","Cheshire County","33","New Hampshire","NH","01602155","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/9/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608090801","201608091201","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","2","1","2","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 10:54:00 AM"
"01390500       ","NESQA","Saddle River at Ridgewood NJ","Bergen County","34","New Jersey","NJ","01600724","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/8/2016 5:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608081300","201608081700","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","35.7","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 10:59:00 AM"
"01391000       ","NESQA","Hohokus Brook at Ho-Ho-Kus NJ","Bergen County","34","New Jersey","NJ","01600791","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/8/2016 12:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080801","201608081201","","","Eastern Standard Time","K","X","9","X","Rhinichthys                        ","Organism, whole","-9999","Null Value","90","2","2","","","","-9999 ","Null value - no value specified.","62340","Biological","Biological","Specimen length, average","7/19/2019 10:59:00 AM"
"01513550       ","NESQA","Choconut Creek near Choconut, PA","Susquehanna County","42","Pennsylvania","PA","01601734","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/2/2016 12:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608020800","201608021200","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","29.45","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:22:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01601735","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/5/2016 12:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608050830","201608051230","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","15.2","3","3","<","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:22:00 AM"
"01531250       ","NESQA","NB Sugar Creek Trib near Columbia Cross Roads, PA","Bradford County","42","Pennsylvania","PA","01601735","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/5/2016 12:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608050830","201608051230","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","65.06","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:22:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603414","USGS ","Animal tissue","Any type of tissue that comprises either whole or parts ofinsects, fish, or other organisms living in an aquaticenvironment, or animals that may or may not have beencollected from a water body.","8/4/2016 1:01:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040801","201608041301","","","Eastern Standard Time","K","X","9","X","Semotilus                          ","Organism, whole","-9999","Null Value","6","1","2","","","","-9999 ","Null value - no value specified.","62342","Biological","Biological","Specimen weight, average","7/19/2019 11:19:00 AM"
"413453076041101","NESQA","LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA","Wyoming County","42","Pennsylvania","PA","01602995","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201608040900","201608041400","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","00050","Plant pigments, sonication & 445","59.35","4","3","","0.1","1","MRL   ","Minimum reporting level","70957","Biological","Biological","Chlorophyll a, peri, cf meth","7/19/2019 11:18:00 AM"
"413735076162701","NESQA","SUGAR RUN NEAR WILMOT PA","Bradford County","42","Pennsylvania","PA","01602996","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 6:10:00 PM","Eastern Standard Time","","Eastern Standard Time","201608041310","201608041810","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","702.7","4","4","","0.1","1","MRL   ","Minimum reporting level","00573","Biological","Biological","Biomass, periphyton, dry wt","7/19/2019 11:18:00 AM"
"425540074384801","NESQA","OTSQUAGO CREEK NEAR FORT PLAIN NY","Montgomery County","36","New York","NY","01601204","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","5/25/2016 2:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201605250900","201605251400","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","20.4","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:01:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01601205","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","5/25/2016 4:00:00 PM","Eastern Standard Time","","Eastern Standard Time","201605251100","201605251600","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","33.8","3","3","","0.1","1","MRL   ","Minimum reporting level","49954","Biological","Biological","Periphyton biomass","7/19/2019 11:01:00 AM"
"04240253       ","NESQA","GEDDES BROOK AT FAIRMOUNT NY","Onondaga County","36","New York","NY","01602962","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/9/2016 5:45:00 PM","Eastern Standard Time","","Eastern Standard Time","201608091245","201608091745","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","224.5","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:18:00 AM"
"413735076162701","NESQA","SUGAR RUN NEAR WILMOT PA","Bradford County","42","Pennsylvania","PA","01602996","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 6:10:00 PM","Eastern Standard Time","","Eastern Standard Time","201608041310","201608041810","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","269.7","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:18:00 AM"
"405242073521001","NESQA","BRONX RIVER AT WOODLAWN CEMETERY AT BRONX NY","Bronx County","36","New York","NY","01602997","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/6/2016 2:15:00 PM","Eastern Standard Time","","Eastern Standard Time","201608060915","201608061415","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","795.7","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:18:00 AM"
"01374960       ","NESQA","HALLOCKS MILL BROOK AT YORKTOWN HEIGHTS NY","Westchester County","36","New York","NY","01602999","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/8/2016 12:45:00 PM","Eastern Standard Time","","Eastern Standard Time","201608080745","201608081245","","","Eastern Standard Time","K","9","9","9","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","387.6","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:18:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01601382","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","6/21/2016 6:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201606211330","201606211830","","","Eastern Standard Time","K","X","9","X","Taxon Unknown                      ","Unknown","ALGOR","Computation by NWIS algorithm","814.6","4","3","","","","-9999 ","Null value - no value specified.","70950","Biological","Biological","Biomass/Chlrphyl ratio, peri","7/19/2019 11:04:00 AM"
"01349150       ","NESQA","CANAJOHARIE CREEK NEAR CANAJOHARIE NY","Montgomery County","36","New York","NY","01603005","USGS ","Plant tissue","Any type of non-animal tissue that comprises either whole orparts of plants, aquatic or non-aquatic.","8/4/2016 3:30:00 PM","Eastern Standard Time","","Eastern Standard Time","201608041030","201608041530","","","Eastern Standard Time","K","9","7","9","Taxon Unknown                      ","Unknown","GRV15","Biomass, periphyton (NWQL)","596.4","4","4","","0.1","1","MRL   ","Minimum reporting level","00572","Biological","Biological","Biomass, periphyton, ash wt","7/19/2019 11:18:00 AM"
